Specie,Forma_specialis,Host,Country,Subdivision,Level of precision,Year,Reference,x,y
Fusarium oxysporum,Vasinfectum,Cotton,China,Hubei,3,1990,Guo et al. (1993),114.77177,30.38816
Fusarium oxysporum,Vasinfectum,Cotton,China,Hubei,3,1999,Feng et al. (1999),114.8572,30.86215
Fusarium oxysporum,Vasinfectum,Cotton,China,Jiangsu,3,1999,Feng et al. (1999),118.91865,31.70064
Fusarium oxysporum,Vasinfectum,Cotton,China,Shaanxi,3,1999,Feng et al. (1999),108.75837,34.57417
Fusarium oxysporum,Vasinfectum,Cotton,China,Shandong,3,1999,Feng et al. (1999),115.55407,36.03007
Fusarium oxysporum,Vasinfectum,Cotton,China,Shandong,3,1990,Guo et al. (1993),115.94668,36.64766
Fusarium oxysporum,Vasinfectum,Cotton,China,Shangdong,3,2010,Guo et al. (2015),118.38791,37.15961
Fusarium oxysporum,Vasinfectum,Cotton,China,Shanxi,3,1999,Feng et al. (1999),111.05406,35.5404
Fusarium oxysporum,Vasinfectum,Cotton,China,Shanxi,3,1999,Feng et al. (1999),112.44257,37.64218
Fusarium oxysporum,Vasinfectum,Cotton,China,Xinjiang,3,1999,Feng et al. (1999),77.69034,38.85707
Fusarium oxysporum,Vasinfectum,Cotton,China,Xinjiang,3,1999,Feng et al. (1999),80.36735,40.49778
Fusarium oxysporum,Vasinfectum,Cotton,China,Xinjiang,3,2010,Guo et al. (2015),80.47595,40.82879
Fusarium oxysporum,Vasinfectum,Cotton,China,Xinjiang,3,2015,Bell et al. (2019),85.4169,44.53184
Fusarium oxysporum,Vasinfectum,Cotton,China,Xinjiang,3,1999,Feng et al. (1999),85.95878,44.34619
Fusarium oxysporum,Vasinfectum,Cotton,China,Xinjiang,3,1999,Feng et al. (1999),89.29065,42.86668
Fusarium oxysporum,Cubense,Banana,Colombia,La Guajira,4,2019,Garc�a-Bastidas et al. (2020),-73.18704,11.27505
Fusarium oxysporum,Cubense,Banana,Colombia,La Guajira,4,2019,Garc�a-Bastidas et al. (2020),-73.17066,11.27623
Fusarium oxysporum,Cubense,Banana,Colombia,La Guajira,4,2019,Garc�a-Bastidas et al. (2020),-73.13513,11.27642
Fusarium oxysporum,Cubense,Banana,Colombia,La Guajira,4,2019,Garc�a-Bastidas et al. (2020),-73.13321,11.27616
Fusarium oxysporum,Cubense,Banana,Colombia,La Guajira,4,2019,Garc�a-Bastidas et al. (2020),-73.1123,11.25895
Fusarium oxysporum,Cubense,Banana,Colombia,La Guajira,4,2019,Garc�a-Bastidas et al. (2020),-73.07763,11.25675
Fusarium oxysporum,Cucumerinum,Cucumber,Colombia,Cundinamarca,3,1993,Borda and Arbel�ez (1993),-74.34749,4.31853
Fusarium oxysporum,Lycopersici,Tomato,Colombia,Caldas,3,2019,Cardona-Piedrah�ta and Casta�o-Zapata (2019),-75.51036,5.11641
Fusarium oxysporum,Passiflorae,Oassion fruit,Colombia,C�rdoba,4,2009,Campo-Arana and Vergara-Canedo (2014),-75.87043,8.785
Fusarium oxysporum,Passiflorae,Oassion fruit,Colombia,Cundinamarca,4,2014,Ortiz et al. (2014),-74.52181,4.02825
Fusarium oxysporum,Passiflorae,Oassion fruit,Colombia,Cundinamarca,3,2010, Ortiz-Caranguay (2012),-74.49308,4.19116
Fusarium oxysporum,Passiflorae,Oassion fruit,Colombia,Cundinamarca,3,2010, Ortiz-Caranguay (2012),-74.45304,4.35205
Fusarium oxysporum,Passiflorae,Oassion fruit,Colombia,Cundinamarca,3,2010, Ortiz-Caranguay (2012),-74.42678,4.17896
Fusarium oxysporum,Passiflorae,Oassion fruit,Colombia,Cundinamarca,3,2010, Ortiz-Caranguay (2012),-74.38488,4.39451
Fusarium oxysporum,Passiflorae,Oassion fruit,Colombia,Cundinamarca,3,2010, Ortiz-Caranguay (2012),-74.3608,4.52942
Fusarium oxysporum,Passiflorae,Oassion fruit,Colombia,Magdalena,4,2009,Fern�ndez-Brabosa and Su�rez-Meza (2009),-74.14816,10.76545
Fusarium oxysporum,Pisi,Pea,Colombia,Nari�o,3,2011,Guerra et al. (2011),-77.63658,0.87394
Fusarium oxysporum,Pisi,Pea,Colombia,Nari�o,4,2017,Coral et al. (2017),-77.6334,0.86669
Fusarium oxysporum,Pisi,Pea,Colombia,Nari�o,4,2017,Coral et al. (2017),-77.56687,0.83339
Fusarium oxysporum,Pisi,Pea,Colombia,Nari�o,3,2011,Guerra et al. (2011),-77.56663,0.81093
Fusarium oxysporum,Pisi,Pea,Colombia,Nari�o,4,2017,Coral et al. (2017),-77.56552,0.99469
Fusarium oxysporum,Pisi,Pea,Colombia,Nari�o,3,2011,Guerra et al. (2011),-77.50272,1.05644
Fusarium oxysporum,Pisi,Pea,Colombia,Nari�o,3,2011,Guerra et al. (2011),-77.39383,1.09087
Fusarium oxysporum,Pisi,Pea,Colombia,Nari�o,3,2011,Guerra et al. (2011),-77.39204,1.12075
Fusarium oxysporum,Pisi,Pea,Colombia,Nari�o,3,2011,Guerra et al. (2011),-77.31485,1.2362
Fusarium oxysporum,Pisi,Pea,Colombia,Nari�o,3,2011,Guerra et al. (2011),-77.30602,1.16512
Fusarium oxysporum,Pisi,Pea,Colombia,Nari�o,3,2011,Guerra et al. (2011),-77.21184,1.20437
Fusarium oxysporum,Vanillae,Vanilla,Colombia,Antioquia,4,2012,Cardona et al. (2012),-75.72853,6.49804
Fusarium oxysporum,Vanillae,Vanilla,Comoros,Grande Comore,1,2015,Pinaria et al. (2015),43.26028,-11.70573
Fusarium oxysporum,Apii,Celery,Costa Rica,Cartago,4,2018,Retana et al. (2018),-83.91422,9.73251
Fusarium oxysporum,Cubense,Banana,Costa Rica,C�rtago,3,,Ord��ez (2018),-83.66031,9.89741
Fusarium oxysporum,Cubense,Banana,Costa Rica,Lim�n,3,2008,Ord��ez (2018),-83.76461,10.21989
Fusarium oxysporum,Phaseoli,Common bean,Costa Rica,Alajuela,3,2020,Granados-Montero et al. (2021),-84.78659,10.90182
Fusarium oxysporum,Phaseoli,Common bean,Costa Rica,Alajuela,3,2020,Granados-Montero et al. (2021),-84.69073,10.84663
Fusarium oxysporum,Phaseoli,Common bean,Costa Rica,Puntarenas,3,2018,Granados-Montero et al. (2021),-84.84942,10.21559
Fusarium oxysporum,Phaseoli,Common bean,Costa Rica,Puntarenas,3,2018,Granados-Montero et al. (2021),-83.51419,9.07641
Fusarium oxysporum,Phaseoli,Common bean,Costa Rica,Puntarenas,3,2018,Granados-Montero et al. (2021),-83.20487,8.93722
Fusarium oxysporum,Phaseoli,Common bean,Costa Rica,San jos�,3,2018,Granados-Montero et al. (2021),-83.54469,9.09297
Fusarium oxysporum,Vanillae,Vanilla,Costa Rica,Heredia,3,2012,Villalba-Vel�squez et al. (2012),-84.05906,10.45689
Fusarium oxysporum,Vanillae,Vanilla,Costa Rica,Puntarenas,3,1995,Ram�rez et al. (1999),-84.07885,9.49319
Fusarium oxysporum,Vanillae,Vanilla,Costa Rica,Puntarenas,3,1995,Ram�rez et al. (1999),-84.05929,9.46264
Fusarium oxysporum,Vanillae,Vanilla,Costa Rica,Puntarenas,3,1995,Ram�rez et al. (1999),-84.00492,9.45361
Fusarium oxysporum,Canariensis,Canary Island date palm,Croatia,Split-Dalmatia,3,2020,Ivi? et al. (2021),15.06106,44.30887
Fusarium oxysporum,Canariensis,Canary Island date palm,Croatia,Split-Dalmatia,3,2020,Ivi? et al. (2021),15.22857,44.11504
Fusarium oxysporum,Canariensis,Canary Island date palm,Croatia,Split-Dalmatia,3,2020,Ivi? et al. (2021),16.47952,43.3828701
Fusarium oxysporum,Cubense,Banana,Cuba,Artemisa,3,2003,P�rez et al. (2003),-82.58881,22.81238
Fusarium oxysporum,Cubense,Banana,Cuba,Artemisa,3,2003,P�rez et al. (2003),-82.49555,22.7906
Fusarium oxysporum,Cubense,Banana,Cuba,Camag�ey,3,2009,P�rez-Vicente et al. (2009),-78.15084,21.85851
Fusarium oxysporum,Cubense,Banana,Cuba,Camag�ey,3,2003,P�rez et al. (2003),-78.12505,21.2555
Fusarium oxysporum,Cubense,Banana,Cuba,Camag�ey,3,2003,P�rez et al. (2003),-77.93424,21.35707
Fusarium oxysporum,Cubense,Banana,Cuba,Camag�ey,3,2003,P�rez et al. (2003),-77.82203,21.24765
Fusarium oxysporum,Cubense,Banana,Cuba,Camag�ey,3,2003,P�rez et al. (2003),-77.69964,21.67132
Fusarium oxysporum,Cubense,Banana,Cuba,Camag�ey,3,2003,P�rez et al. (2003),-77.36498,21.05375
Fusarium oxysporum,Cubense,Banana,Cuba,Ciego de �vila,3,2003,P�rez et al. (2003),-78.61801,22.10103
Fusarium oxysporum,Cubense,Banana,Cuba,Guant�namo,3,2003,P�rez et al. (2003),-74.9708,20.37225
Fusarium oxysporum,Cubense,Banana,Cuba,Guant�namo,3,2003,P�rez et al. (2003),-74.54165,20.39755
Fusarium oxysporum,Cubense,Banana,Cuba,Guant�namo,3,2003,P�rez et al. (2003),-74.48541,20.33372
Fusarium oxysporum,Cubense,Banana,Cuba,Guant�namo,3,2003,P�rez et al. (2003),-74.4737,20.29602
Fusarium oxysporum,Cubense,Banana,Cuba,Guant�namo,3,2003,P�rez et al. (2003),-74.16434,20.25256
Fusarium oxysporum,Cubense,Banana,Cuba,Holgu�n,3,2003,P�rez et al. (2003),-75.73951,20.9693
Fusarium oxysporum,Cubense,Banana,Cuba,Holgu�n,3,2003,P�rez et al. (2003),-75.67199,20.65552
Fusarium oxysporum,Cubense,Banana,Cuba,Holgu�n,3,2003,P�rez et al. (2003),-75.54242,20.67426
Fusarium oxysporum,Cubense,Banana,Cuba,Holgu�n,3,2003,P�rez et al. (2003),-75.2314,20.58248
Fusarium oxysporum,Cubense,Banana,Cuba,Isla de la Juventud,3,2003,P�rez et al. (2003),-82.64392,21.6937
Fusarium oxysporum,Cubense,Banana,Cuba,La Habana,3,2003,P�rez et al. (2003),-82.50099,23.07999
Fusarium oxysporum,Cubense,Banana,Cuba,Las Tunas,3,2009,P�rez-Vicente et al. (2009),-76.61974,21.20529
Fusarium oxysporum,Cubense,Banana,Cuba,Matanzas,3,2003,P�rez et al. (2003),-81.22187,22.80561
Fusarium oxysporum,Cubense,Banana,Cuba,Santiago de Cuba,3,2003,P�rez et al. (2003),-76.43368,19.96707
Fusarium oxysporum,Cubense,Banana,Cuba,Santiago de Cuba,3,2009,P�rez-Vicente et al. (2009),-76.01343,20.20843
Fusarium oxysporum,Cubense,Banana,Cuba,Santiago de Cuba,3,2003,P�rez et al. (2003),-76.00358,20.21233
Fusarium oxysporum,Cubense,Banana,Cuba,Villa Clara,3,2003,P�rez et al. (2003),-80.23705,22.59012
Fusarium oxysporum,Lycopersici,Tomato,Cyprus,Farmagusta,3,2015,C?olak Ates? (2020),32.99218,35.22077
Fusarium oxysporum,Lycopersici,Tomato,Cyprus,Farmagusta,3,2015,C?olak Ates? (2020),33.90431,35.12302
Fusarium oxysporum,Lycopersici,Tomato,Cyprus,Farmagusta,3,2015,C?olak Ates? (2020),33.9055,35.27972
Fusarium oxysporum,Lycopersici,Tomato,Cyprus,Kyrenia,3,2015,C?olak Ates? (2020),33.32498,35.32108
Fusarium oxysporum,Lycopersici,Tomato,Cyprus,Nicosia,3,2015,C?olak Ates? (2020),33.42116,35.1885
Fusarium oxysporum,Fabae,Faba bean,Czech Republic,Olomouc,3,1991,Ondrej (1993),17.5106,49.38761
Fusarium oxysporum,Cubense,Banana,Democratic Republic of the Congo,South Kivu,3,2010,Karangwa et al. (2016),28.65202,-2.70327
Fusarium oxysporum,Cubense,Banana,Democratic Republic of the Congo,South Kivu,3,2010,Karangwa et al. (2016),28.82025,-2.46094
Fusarium oxysporum,Elaeidis,Oil palm,Democratic Republic of the Congo,Mongala,3,1992,Flood et al. (1992),20.44735,2.35638
Fusarium oxysporum,Elaeidis,Oil palm,Democratic Republic of the Congo,Mongala,3,1992,Flood et al. (1992),22.9092,2.25582
Fusarium oxysporum,Elaeidis,Oil palm,Democratic Republic of the Congo,Tshopo,3,1992,Flood et al. (1992),23.59356,1.14132
Fusarium oxysporum,Phaseoli,Common bean,Democratic Republic of the Congo,South Kivu,2,1994,Buruchara et al. (2007),28.42822,-3.04124
Fusarium oxysporum,Phaseoli,Common bean,Democratic Republic of the Congo,South Kivu,2,1994,Buruchara et al. (2007),28.64445,-2.69919
Fusarium oxysporum,Phaseoli,Common bean,Democratic Republic of the Congo,South Kivu,2,1994,Buruchara et al. (2007),28.82736,-2.4603
Fusarium oxysporum,Phaseoli,Common bean,Democratic Republic of the Congo,South Kivu,2,1994,Buruchara et al. (2007),28.90199,-2.0925
Fusarium oxysporum,Cubense,Banana,Dominica,Saint Andrew,1,1997,Williams et al. (2004),-61.41525,15.61146
Fusarium oxysporum,Cubense,Banana,Dominica,Saint David,1,1997,Williams et al. (2004),-61.26755,15.50328
Fusarium oxysporum,Cubense,Banana,Dominica,Saint Joseph,1,1997,Williams et al. (2004),-61.39011,15.43499
Fusarium oxysporum,Cubense,Banana,Dominica,Saint Patrick,1,1997,Williams et al. (2004),-61.24834,15.32396
Fusarium oxysporum,Lycopersici,Tomato,Dominican Republic,Azua,2,2009,M�ndez-Bautista et al. (2010),-70.79937,18.43634
Fusarium oxysporum,Cubense,Banana,Ecuador,Bolivar,3,2020,Magdama et al. (2020),-79.25967,-1.64372
Fusarium oxysporum,Cubense,Banana,Ecuador,El Oro,3,2020,Magdama et al. (2020),-79.77258,-3.09567
Fusarium oxysporum,Cubense,Banana,Ecuador,El Oro,3,2020,Magdama et al. (2020),-79.75576,-3.08186
Fusarium oxysporum,Cubense,Banana,Ecuador,Esmeraldas,3,2020,Magdama et al. (2020),-79.93411,0.60742
Fusarium oxysporum,Cubense,Banana,Ecuador,Esmeraldas,3,2020,Magdama et al. (2020),-79.89242,0.80894
Fusarium oxysporum,Cubense,Banana,Ecuador,Esmeraldas,3,2020,Magdama et al. (2020),-79.54473,0.71778
Fusarium oxysporum,Cubense,Banana,Ecuador,Esmeraldas,3,2020,Magdama et al. (2020),-79.38903,1.03911
Fusarium oxysporum,Cubense,Banana,Ecuador,Esmeraldas,3,2020,Magdama et al. (2020),-78.98977,1.06194
Fusarium oxysporum,Cubense,Banana,Ecuador,Guayas,3,2020,Magdama et al. (2020),-79.63528,-2.66957
Fusarium oxysporum,Cubense,Banana,Ecuador,Guayas,3,2020,Magdama et al. (2020),-79.50121,-2.08824
Fusarium oxysporum,Cubense,Banana,Ecuador,Los R�os,3,2020,Magdama et al. (2020),-79.55671,-1.63437
Fusarium oxysporum,Cubense,Banana,Ecuador,Los R�os,3,2020,Magdama et al. (2020),-79.44978,-1.43333
Fusarium oxysporum,Cubense,Banana,Ecuador,Los R�os,3,2020,Magdama et al. (2020),-79.43493,-1.11172
Fusarium oxysporum,Cubense,Banana,Ecuador,Manab�,3,2020,Magdama et al. (2020),-80.55875,-1.65369
Fusarium oxysporum,Cubense,Banana,Ecuador,Manab�,3,2020,Magdama et al. (2020),-80.50071,-1.02178
Fusarium oxysporum,Cubense,Banana,Ecuador,Manab�,3,2020,Magdama et al. (2020),-80.08554,-0.71423
Fusarium oxysporum,Cubense,Banana,Ecuador,Manab�,3,2020,Magdama et al. (2020),-79.91148,-0.39582
Fusarium oxysporum,Cubense,Banana,Ecuador,Manab�,3,2020,Magdama et al. (2020),-79.59769,-0.25253
Fusarium oxysporum,Cubense,Banana,Ecuador,Santo Domingo,3,2020,Magdama et al. (2020),-79.25686,-0.1788
Fusarium oxysporum,Fragariae,Strawberry,Ecuador,Pichincha,3,2015,Guevara et al. (2020),-78.34451,-0.18624
Fusarium oxysporum,Fragariae,Strawberry,Ecuador,Pichincha,3,2015,Guevara et al. (2020),-78.32431,-0.17015
Fusarium oxysporum,Fragariae,Strawberry,Ecuador,Pichincha,3,2015,Guevara et al. (2020),-78.32338,-0.12531
Fusarium oxysporum,Fragariae,Strawberry,Ecuador,Pichincha,3,2015,Guevara et al. (2020),-78.31929,-0.24744
Fusarium oxysporum,Fragariae,Strawberry,Ecuador,Pichincha,3,2015,Salazar et al. (2018),-78.30547,-0.10258
Fusarium oxysporum,Passiflorae,Passio fruit,Ecuador,Los R�os,4,2016,Alarc�n-Monserrate (2016),-79.50212,-1.07964
Fusarium oxysporum,Batatas,Sweet potato,Egypt,Beni Suef,3,2017,Mousa et al. (2018),30.93097,28.91718
Fusarium oxysporum,Batatas,Sweet potato,Egypt,Beni Suef,3,2017,Mousa et al. (2018),31.13112,29.16004
Fusarium oxysporum,Batatas,Sweet potato,Egypt,Minya,3,2017,Mousa et al. (2018),30.82743,27.74052
Fusarium oxysporum,Betae,Sugar beet,Egypt,Beni Suef,2,2016, Taha et al. (2016),30.8635,28.97786
Fusarium oxysporum,Betae,Sugar beet,Egypt,Dakahlia,2,2016, Taha et al. (2016),31.3784,31.43806
Fusarium oxysporum,Betae,Sugar beet,Egypt,Damietta,2,2016, Taha et al. (2016),31.65536,31.29849
Fusarium oxysporum,Betae,Sugar beet,Egypt,Faiyum,2,2016, Taha et al. (2016),30.79317,29.11894
Fusarium oxysporum,Betae,Sugar beet,Egypt,Kafr El Sheikh,2,2016, Taha et al. (2016),31.05517,31.28418
Fusarium oxysporum,Betae,Sugar beet,Egypt,Minya,2,2016, Taha et al. (2016),30.64788,28.16243
Fusarium oxysporum,Capcisi,Hot pepper,Egypt,Asyut,3,2012,Ismail et al. (2017),30.76718,27.43596
Fusarium oxysporum,Capcisi,Hot pepper,Egypt,Asyut,3,2012,Ismail et al. (2017),30.79132,27.55393
Fusarium oxysporum,Capcisi,Hot pepper,Egypt,Asyut,3,2012,Ismail et al. (2017),30.81787,27.45227
Fusarium oxysporum,Capcisi,Hot pepper,Egypt,Asyut,3,2012,Ismail et al. (2017),30.97803,27.29891
Fusarium oxysporum,Capcisi,Hot pepper,Egypt,Asyut,3,2012,Ismail et al. (2017),31.11154,27.20613
Fusarium oxysporum,Capcisi,Hot pepper,Egypt,Asyut,3,2012,Ismail et al. (2017),31.14176,27.2688
Fusarium oxysporum,Capcisi,Hot pepper,Egypt,Asyut,3,2012,Ismail et al. (2017),31.31407,27.03549
Fusarium oxysporum,Capcisi,Hot pepper,Egypt,Beheira,3,2013,Ismail et al. (2017),30.69353,30.76773
Fusarium oxysporum,Capcisi,Hot pepper,Egypt,Beheira,3,2013,Ismail et al. (2017),30.6975,30.58634
Fusarium oxysporum,Capcisi,Hot pepper,Egypt,Qalyubia,2,2016,Soliman and Khafagi (2017),31.18254,30.3805
Fusarium oxysporum,Cepae,Onion,Egypt,Beheira,2,2016,Mahdy et al. (2018),30.45897,31.16528
Fusarium oxysporum,Cepae,Onion,Egypt,Gharbia,2,2016,Mahdy et al. (2018),31.18996,30.91381
Fusarium oxysporum,Cepae,Onion,Egypt,Monufia,2,2016,Mahdy et al. (2018),31.06734,30.58002
Fusarium oxysporum,Cepae,Onion,Egypt,Sharqia,2,2016,Mahdy et al. (2018),31.77074,30.93648
Fusarium oxysporum,Ciceris,Chickpea,Egypt,Asyut,3,2009,Noher et al. (2009),30.75524,27.44854
Fusarium oxysporum,Ciceris,Chickpea,Egypt,Beheira,3,2009,Noher et al. (2009),30.65731,30.87691
Fusarium oxysporum,Ciceris,Chickpea,Egypt,Beni Suef,2,2009,Noher et al. (2009),31.03129,29.03388
Fusarium oxysporum,Ciceris,Chickpea,Egypt,Gharbia,3,2009,Noher et al. (2009),31.13197,30.78433
Fusarium oxysporum,Ciceris,Chickpea,Egypt,Giza,2,2009,Noher et al. (2009),31.23767,29.57938
Fusarium oxysporum,Ciceris,Chickpea,Egypt,Kafr El Sheikh,3,2009,Noher et al. (2009),30.93869,31.0863
Fusarium oxysporum,Ciceris,Chickpea,Egypt,Sharqia,3,2009,Noher et al. (2009),31.6477,30.81384
Fusarium oxysporum,Conglutinans,Cabbage,Egypt,Sharqia,3,2020,Khafagi et al. (2020),31.774,30.72366
Fusarium oxysporum,Cucumerinum,Cucumber,Egypt,Kafr El Sheikh,3,2018,Elagamey et al. (2020),30.87996,31.06296
Fusarium oxysporum,Melongenae,Eggplant,Egypt,Dakahlia,2,2018,Abada et al. (2018),31.37016,31.2705
Fusarium oxysporum,Melongenae,Eggplant,Egypt,Faiyum,2,2018,Abada et al. (2018),30.93061,29.3844
Fusarium oxysporum,Melongenae,Eggplant,Egypt,Giza,2,2018,Abada et al. (2018),31.24345,29.72292
Fusarium oxysporum,Melongenae,Eggplant,Egypt,Monufia,2,2018,Abada et al. (2018),30.9034,30.52529
Fusarium oxysporum,Melongenae,Eggplant,Egypt,Qalyubia,2,2018,Abada et al. (2018),31.1395,30.2857
Fusarium oxysporum,Fabae,Faba bean,Egypt,Ismailia,4,2006,Wahid (2006),32.27187,30.62657
Fusarium oxysporum,Fragariae,Strawberry,Egypt,Beheira,2,2014,Abada et al. (2014),30.07616,30.79236
Fusarium oxysporum,Fragariae,Strawberry,Egypt,Giza,2,2014,Abada et al. (2014),31.24488,29.84658
Fusarium oxysporum,Fragariae,Strawberry,Egypt,Ismailia,2,2014,Abada et al. (2014),32.26377,30.63963
Fusarium oxysporum,Fragariae,Strawberry,Egypt,Qalyubia,3,2015, Essa (2015),31.20749,30.35766
Fusarium oxysporum,Fragariae,Strawberry,Egypt,Qalyubia,2,2014,Abada et al. (2014),31.25143,30.27141
Fusarium oxysporum,Fragariae,Strawberry,Egypt,Qalyubia,3,2015, Essa (2015),31.2873,30.26414
Fusarium oxysporum,Fragariae,Strawberry,Egypt,Qalyubia,3,2015, Essa (2015),31.33835,30.21992
Fusarium oxysporum,Lactucae,Letucce,Egypt,Beheira,3,2009,Hamed et al. (2009),30.10072,30.75277
Fusarium oxysporum,Lactucae,Letucce,Egypt,Beheira,3,2016,El-Sayed et al. (2018),30.61841,30.9551
Fusarium oxysporum,Lactucae,Letucce,Egypt,Giza,3,2016,El-Sayed et al. (2018),31.15672,30.03048
Fusarium oxysporum,Lactucae,Letucce,Egypt,Giza,3,2009,Hamed et al. (2009),31.24367,29.62417
Fusarium oxysporum,Lactucae,Letucce,Egypt,Ismailia,3,2009,Hamed et al. (2009),32.10939,30.6608
Fusarium oxysporum,Lactucae,Letucce,Egypt,Qalyubia,3,2016,El-Sayed et al. (2018),31.16177,30.34823
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Beheira,3,2013,Sammour et al. (2013),30.08189,30.89551
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Beheira,3,2014,Saleh et al. (2016),30.29512,30.90249
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Beni Suef,3,2013,Sammour et al. (2013),30.97617,28.97013
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Faiyum,3,2013,Sammour et al. (2013),30.67568,29.36838
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Gharbia,3,2013,Sammour et al. (2013),30.99534,31.00123
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Ismailia,3,2014,Saleh et al. (2016),31.93023,30.56254
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Ismailia,3,2013,Sammour et al. (2013),32.14956,30.56519
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Kafr El Sheikh,3,2013,Sammour et al. (2013),30.95767,31.09571
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Kafr El Sheikh,3,2013,Sammour et al. (2013),31.10302,31.56004
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Minya,3,2016,Khlode et al. (2016),30.69759,28.32333
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Minya,3,2014,Saleh et al. (2016),30.70147,28.11972
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Minya,3,2016,Khlode et al. (2016),30.74096,28.10014
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Minya,3,2016,Khlode et al. (2016),30.80341,28.48265
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Minya,3,2016,Khlode et al. (2016),30.80341,28.48265
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Minya,3,2014,Saleh et al. (2016),30.84663,27.71815
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Monufia,3,2014,Saleh et al. (2016),30.81466,30.359
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Monufia,3,2013,Sammour et al. (2013),30.97048,30.28803
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Monufia,3,2014,Saleh et al. (2016),31.02081,30.5738
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Monufia,3,2014,Saleh et al. (2016),31.07064,30.63565
Fusarium oxysporum,Lycopersici,Tomato,Egypt,North Sinai,3,2013,Sammour et al. (2013),33.81243,31.11878
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Qalyubia,3,2013,Sammour et al. (2013),31.19213,30.34954
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Sharqia,3,2013,Sammour et al. (2013),31.85198,30.63605
Fusarium oxysporum,Lycopersici,Tomato,Egypt,Sohag,3,2013,Sammour et al. (2013),31.59335,26.70338
Fusarium oxysporum,Sesami,Sesame,Egypt,Asyut,2,2017,Ahmed and Abdel-Gayed (2017),30.85256,27.37608
Fusarium oxysporum,Sesami,Sesame,Egypt,Beni Suef,2,2007,Mahdy et al. (2007),31.05486,29.15498
Fusarium oxysporum,Sesami,Sesame,Egypt,Giza,2,2007,Mahdy et al. (2007),31.28929,29.60384
Fusarium oxysporum,Sesami,Sesame,Egypt,Ismailia,3,2005,El-Bramawy (2006),32.29545,30.40801
Fusarium oxysporum,Sesami,Sesame,Egypt,Qena,2,2019,Hassan et al. (2021),32.32399,26.03947
Fusarium oxysporum,Sesami,Sesame,Egypt,Sharqia,2,2007,Mahdy et al. (2007),31.4318,30.68621
Fusarium oxysporum,Sesami,Sesame,Egypt,Sohag,3,2015,Bedawy and Moharam (2018),31.4408,26.91657
Fusarium oxysporum,Sesami,Sesame,Egypt,Sohag,2,2007,Mahdy et al. (2007),31.52143,26.66337
Fusarium oxysporum,Sesami,Sesame,Egypt,Sohag,3,2015,Bedawy and Moharam (2018),31.68096,26.65769
Fusarium oxysporum,Sesami,Sesame,Egypt,Sohag,3,2015,Bedawy and Moharam (2018),31.79416,26.60466
Fusarium oxysporum,Vasinfectum,Cotton,Egypt,Asyut,2,2014,Abd-Elsalam et al. (2014),31.19986,27.13559
Fusarium oxysporum,Vasinfectum,Cotton,Egypt,Beheira,2,2014,Abd-Elsalam et al. (2014),30.20163,31.11543
Fusarium oxysporum,Vasinfectum,Cotton,Egypt,Beni Suef,2,2014,Abd-Elsalam et al. (2014),31.09548,29.18018
Fusarium oxysporum,Vasinfectum,Cotton,Egypt,Dakahlia,2,2014,Abd-Elsalam et al. (2014),31.37875,31.32165
Fusarium oxysporum,Vasinfectum,Cotton,Egypt,Damietta,2,2014,Abd-Elsalam et al. (2014),31.59268,31.39124
Fusarium oxysporum,Vasinfectum,Cotton,Egypt,Faiyum,2,2014,Abd-Elsalam et al. (2014),30.94353,29.36276
Fusarium oxysporum,Vasinfectum,Cotton,Egypt,Gharbia,2,2014,Abd-Elsalam et al. (2014),31.13396,31.04067
Fusarium oxysporum,Vasinfectum,Cotton,Egypt,Kafr El Sheikh,2,2014,Abd-Elsalam et al. (2014),31.10967,31.45449
Fusarium oxysporum,Vasinfectum,Cotton,Egypt,Minya,2,2014,Abd-Elsalam et al. (2014),30.76251,28.48336
Fusarium oxysporum,Vasinfectum,Cotton,Egypt,Monufia,2,2014,Abd-Elsalam et al. (2014),31.01898,30.66153
Fusarium oxysporum,Vasinfectum,Cotton,Egypt,Sharqia,2,2014,Abd-Elsalam et al. (2014),32.0355,31.01154
Fusarium oxysporum,Vasinfectum,Cotton,Egypt,Sohag,2,2014,Abd-Elsalam et al. (2014),31.92036,26.32284
